judgement_id,tribunal,chamber,chamber_group,hearing_datetime,decision_datetime,created_datetime,publication_datetime,last_updatedtime,file_number,file_no_1,file_no_2,file_no_3,reported_number,reported_no_1,reported_no_2,reported_no_3,neutral_citation_number,ncn_year,ncn_code1,ncn_citation,ncn_code2,claimant,respondent,notes,is_published,subcategory_id,sec_subcategory_id,keywords,decision_type
2440,,,,,5/22/2008,6/9/2008,6/9/2008,1/9/2009,,CIS,102,2008,,IS,12,08,,,,,,,,"Housing costs – whether loan taken out “to acquire alternative accommodation more suited to the special needs of a disabled person” 
The claimant, a lone parent on income support, lived with her 12 year old son who had Asperger’s Syndrome. The claimant and her son lived for a while with the child’s grandmother in the latter’s three-bedroomed house. The relationship between the claimant and the grandmother was not always harmonious, apparently aggravating the son’s condition. The grandmother moved out, but a purported tenancy of the property to the claimant was torn up when the local authority refused to pay housing benefit. The grandmother then decided to sell her house and the claimant bought a property in a quieter area for herself and her son alone with the aid of a shared ownership mortgage. Her application for help with housing costs was refused under paragraph 4 of Schedule 3 to the Income Support (General) Regulations 1987 which provides that, where a loan is taken out in a “relevant period” (a period in which the claimant is in receipt of income support or certain other benefits), the housing costs due on that loan will not be met. It was agreed that the loan was taken out during a “relevant period” and the decision-maker held that none of the exceptions to the rule applied. The claimant argued that the case should be excepted because the new property was better suited as it enabled her disabled son to have his own room as well as allowing his grandmother to share care of him. A different decision-maker considered paragraph 4(9) but held that it did not apply as the claimant had not explained how the “physical structure of the property is suited to the nature of the disability”. On appeal the tribunal confirmed the Secretary of State’s decision that the case did not fall within the “disabled person” exception, ruling that the claimant’s purchase was motivated by the grandmother’s desire to sell the house and that the bedrooms in that house could have been more reasonably allocated. The claimant appealed to the Commissioner, submitting that the tribunal applied the wrong legal test in applying paragraph 4(9). 
Held, allowing the appeal, that:
1.	in the proper application of paragraph 4(9), as stated in CIS/3382/2006, “there must be a measure of flexibility and factual judgment in whether a particular loan or property meets that description” (paragraph 40);
2.	the fact that the new accommodation is more suited to the special needs of the disabled person need be only one of the reasons rather than the sole or predominant reason for its acquisition (CIS/14551/1996 followed) (paragraphs 41 and 42);
3.	also following CIS/14551/1996, the tribunal erred in law in applying an overriding test of reasonableness to the determination of the paragraph 4(9) question when the proper statutory question should have been whether the new property was “more suited” to the son’s needs, comparing the old and new accommodation (paragraph 43 and 44).
The Commissioner set aside the tribunal’s decision and referred the case to a differently constituted tribunal with directions.
",1,174,,,
2441,,,,,5/21/2008,6/9/2008,6/9/2008,6/9/2008,,CIB,4232,2007,,,,,,,,,,,,"Whether tribunal reviewed or reconsidered SoS: Decision. Use of ""Mantra"" to explain preference for EMP Report- Failure to give adequate reasons. 
",1,171,,,
2442,,,,,5/23/2008,6/9/2008,6/9/2008,6/9/2008,,CH,4014,2007,,,,,,,,,,,,"Effect of R(H) 9/04 and ex parte Hamilton; Local authority's power to decide whether claimant and ""partner"" living together.
",1,135,,,
2443,,,,,5/22/2008,6/9/2008,6/9/2008,6/9/2008,,CCS,3907,2007,,,,,,,,,,,,"Child Support- Calculation of income- treatment of ""non- taxable expenses"" of IR35 employee.
",1,32,,,
2444,,,,,5/22/2008,6/9/2008,6/9/2008,6/9/2008,,CCS,1885,2007,,,,,,,,,,,,"Child Support- Tribunal Practice- New scheme case- tribunal hearing PWC's appeals against maintenance calculation mid variation application decisions together- power to consider intervening assessments- R(CS) 5/06 applies.
",1,48,,,
2445,,,,,5/22/2008,6/9/2008,6/9/2008,6/9/2008,,CDLA,41,2008,,,,,,,,,,,,"Need for attention with walking/ moving around, when virtually unable to walk. Living normal life.
",1,93,,,
2446,,,,,5/20/2008,6/9/2008,6/9/2008,6/9/2008,,CCS,3834,2007,,,,,,,,,,,,"Whether the free use of a company car constitutes ""income"".
",1,35,,,
2447,,,,,5/27/2008,6/9/2008,6/9/2008,6/9/2008,,CCS,3533,2007,,,,,,,,,,,,"Variation- regulation 19 (1A) - dividends declared after date of decision.
",1,35,,,
2448,,,,,5/30/2008,6/12/2008,6/12/2008,6/20/2008,,CI,732,2007,,,,,,,,,,,,"Vaccinations received in course of employment not accidents. Not untoward or unexpected events, even if claimant not informed of risks. No untoward consequences proved.

Decision that declaration of industrial accident cannot be made is not given conclusive effect by s.29(4) of Social Security Act 1998.
",1,178,179,,
2449,,,,,4/24/2008,6/16/2008,6/16/2008,6/16/2008,,CIS,1481,2006,,,,,,,,,,,,"Human rights law- Article 8- the provisions of the Regulation of Investigatory Powers Act 2000 and the powers of DWP officers to conduct surveillance of claimants- the jurisdiction of the investigatory powers tribunal.

Tribunal practice and procedure- withholding evidence from an appellant and the tribunal- are there grounds on which the Secretary of State can withhold evidence from a tribunal or an appellant?- interaction of civil and criminal proceedings in hands of judiciary not executive.
",1,139,274,,
2450,,,,,5/29/2008,6/16/2008,6/16/2008,6/16/2008,,CPC,2134,2007,,,,,,,,,,,,"Permanent residence- residence before accession.

Worker- no exercise of EC right.
",1,123,125,,
2451,,,,,5/27/2008,6/16/2008,,10/15/2008,,CIS,184,2008,,,,,,,,,,,,"Statement by income support claimant is not registration as jobseeker.
",0,123,,,
2452,,,,,5/29/2008,6/16/2008,6/16/2008,6/16/2008,,CCS,3680,2007,,,,,,,,,,,,"Application within one month: scope of appeal.
",1,38,,,
2453,,,,,6/5/2008,6/16/2008,6/16/2008,6/16/2008,,CSCS,1,2008,,,,,,,,,,,,"The losses of a non- resident parent from a self- employed business could not be offset against his income from an occupational pension.
",1,32,,,
2454,,,,,6/9/2008,6/16/2008,6/16/2008,6/16/2008,,CIS,1042,2008,,,,,,,,,,,,"Maternity and self- employment.
",1,123,,,
2455,,,,,5/16/2008,6/16/2008,6/16/2008,6/16/2008,,CDLA,4051,2007,,,,,,,,,,,,"Chronic fatique syndrome, cooking done in stages in the course of the day.

Duty of tribunal to ask questions of the representative claimant.
",1,97,274,,
2456,,,,,3/16/2011,6/20/2008,6/20/2008,12/6/2011,,CPC,1072,2006,,,,,,,,,,Patmalniece,Secretary of State for Work and Pensions,"Reported as [2011] AACR 34

European Union law – right to reside – whether condition contrary to Article 3 Regulation (EEC) 1408/71
The claimant, who was born in Latvia in 1938, came to the United Kingdom in 2000 before Latvia joined the European Union. Her claim to asylum was refused in January 2004, but no steps were taken to remove her from the United Kingdom. On 1 May 2004 Latvia joined the European Union, so pursuant to derogations from Article 39(3) of the EC Treaty she became entitled to work in the United Kingdom if she complied with the Workers Registration Scheme in the Accession (Immigration and Worker Registration) Regulations 2004. She had worked for about 40 years in Latvia and was in receipt of a retirement pension from the Latvian social security authorities, but she had not worked at any time in the United Kingdom and had no other income. In August 2005 she claimed state pension credit. Her claim was refused on the ground that she lacked a right to reside in the United Kingdom. Regulation 2 of the State Pension Credit Regulations provides that a person is to be treated as not in Great Britain if he is not habitually resident in the United Kingdom, the Channel Islands, the Isle of Man or the Republic of Ireland. As amended from 2004, Regulation 2 further provides that no person shall be treated as habitually resident in those territories if he does not have a right to reside in one of them. The claimant appealed, asserting direct discrimination on grounds of her nationality contrary to Article 3(1) of Regulation (EEC) 1408/71. Her case was that it was her Latvian nationality that precluded the entitlement to state pension credit which she would have had if she had been a United Kingdom national. The appeal tribunal allowed her appeal on the grounds of direct discrimination, but the Secretary of State’s appeal against that decision was allowed by a Social Security Commissioner. He held that the imposition of the right to reside test was indirect discrimination, but that it was justified as a proportionate means of achieving the legitimate aim of protecting the public finances of the host Member State. The Court of Appeal dismissed the claimant’s appeal against the decision of the Commissioner ([2009] EWCA Civ 621) and the claimant appealed to the Supreme Court. It was conceded for the purposes of these proceedings that the claimant fell within the personal scope of Regulation 1408/71 as an “employed person” as defined by Article 1(a), and also that state pension credit fell within the material scope of the Regulation because it was among the special non-contributory benefits listed in Annex IIa.

Held, dismissing the appeal, that:
1.	the test of presence “in Great Britain” was constructed in a way that was more likely to be satisfied by a United Kingdom national than by a national of another Member State, but the judgment of the Court of Justice of the European Union in Case C-73/08 Bressol v Gouvernement de la Communauté Française [2010] 3 CMLR 20 required the court to find that that was not directly discriminatory on grounds of nationality (although the Court of Justice had not explained why it did not accept the opinion of the Advocate General on that point), but that it was indirectly discriminatory as it put nationals of other Member States at a particular disadvantage. As such, to be lawful, it had to be justified on objective considerations independent of nationality (paragraphs 30 to 35, 73. 89 to 92, 109);
2.	the Secretary of State’s purpose was to protect the resources of the United Kingdom against exploitation of welfare benefits and social tourism by persons who were not economically or socially integrated with the United Kingdom and that was a legitimate aim according to the principle laid down in Case C-456/02 Trojani v Centre Public d’Aide Sociale de Bruxelles [2004] ELR I-7573; [2004] 3 CMLR 38, and was independent of the nationality of the person concerned, since, while a person’s nationality has a bearing on whether that test can be satisfied, the justification itself is blind to the person’s nationality. The parties were agreed that the provisions were proportionate to the aim. The Secretary of State had therefore provided a sufficient justification (paragraphs 47 to 53, 105 to 108, 109);
3.	the provision for Irish citizens in regulation 2 did not undermine the policy justification for treating the other Member States differently as for economic, historical and social reasons Ireland is different from the other Member States. The provision was protected by Article 2 of the Protocol on the Common Travel Area as an arrangement between the two states relating to the movement of persons between their territories (paragraphs 54 to 61, 80, 109); 
4.	(per Lord Walker, dissenting) the provisions of regulation 2(2) discriminate against economically inactive foreign nationals on the grounds of nationality, whether or not that was the intention of those who framed them, and even though classified as indirect discrimination, the difference of treatment is not capable of justification because, while every British national passed the test automatically, non-nationals would not pass it unless they came within the special categories in regulation 2(1) and so the proposed justification, once examined, was founded on nationality (paragraphs 74 to 81).
",1,122,302,,
